amplitude,duration,energy,rms,rise_time,counts,label
0.001147787,0.0049406,13526.07798,1.21E-05,0.0005237,463,0
0.000120259,0.0009411,166.3348819,1.21E-05,0.0004986,1,0
0.00043689,0.0024418,2334.531436,1.21E-05,0.0002094,143,0
0.000173538,0.0008305,252.3880423,1.38E-05,0.0001401,17,0
0.000164405,0.0005291,243.4449768,1.41E-05,0.0001868,18,0
0.005487763,0.0091475,303804.0661,1.41E-05,0.0002906,972,0
0.002832934,0.0080191,126481.2385,1.17E-05,0.0005413,884,0
0.000205506,0.0011461,316.6138273,1.41E-05,3.90E-05,23,0
0.000138526,0.0004433,110.7534175,1.56E-05,0.0001705,4,0
0.00014766,0.0005408,195.8571384,1.38E-05,0.0002265,13,0
0.000412534,0.003263,2002.537764,1.26E-05,3.08E-05,195,0
0.000168971,0.0005976,182.5710107,1.59E-05,0.0004456,11,0
0.000123303,0.0003985,111.9451527,1.37E-05,0.0002575,4,0
0.000249651,0.0009931,524.2744922,1.28E-05,6.23E-05,42,0
0.000372955,0.0022073,1460.388264,7.26E-06,1.74E-05,133,0
0.000126348,0.0002423,75.46203928,9.63E-06,0.000164,3,0
0.000249651,0.0006465,288.8421432,8.29E-06,2.76E-05,23,0
0.000202461,0.0008825,480.0346724,8.41E-06,0.0002279,43,0
0.000162882,0.0002323,91.34556946,1.18E-05,0.0002103,4,0
0.002791833,0.0062219,28915.80175,9.34E-06,1.76E-05,615,0
0.003187622,0.0069417,91305.85076,9.79E-06,2.24E-05,812,0
0.000132437,0.0009054,221.0642329,1.31E-05,0.0001677,14,0
0.00011417,0.0002055,79.18110208,9.79E-06,0.0001953,3,0
0.000191805,0.0014074,605.4719135,1.31E-05,0.0001545,65,0
0.000875302,0.0040333,7878.392901,1.27E-05,0.0002023,348,0
0.000636307,0.0035381,5424.150059,1.01E-05,4.51E-05,372,0
0.000141571,0.0005238,183.3397017,1.02E-05,0.0001824,19,0
0.000277052,0.002081,764.7741952,1.27E-05,0.0002281,56,0
0.000235951,0.0008654,501.3353745,1.08E-05,0.0004833,46,0
0.000188761,0.0010317,394.4553512,1.10E-05,3.21E-05,40,0
0.000135482,0.0002767,79.15190424,1.27E-05,0.0001682,3,0
0.000152226,0.0011515,260.8533756,1.54E-05,0.0002217,17,0
0.000118737,0.0005084,102.1494177,1.24E-05,2.13E-05,5,0
0.000138526,0.0005087,150.2009918,1.36E-05,0.0002899,10,0
0.000123303,0.0002789,89.53298633,7.48E-06,0.0002648,4,0
0.00030902,0.0015311,904.8641155,5.53E-06,2.11E-05,89,0
0.00058455,0.0029939,2927.45106,6.50E-06,7.16E-05,198,0
0.001300014,0.0043953,16290.20951,5.53E-06,2.68E-05,490,0
0.000181149,0.0002796,196.6751413,8.52E-06,6.59E-05,20,0
0.000267919,0.0011304,624.4569954,8.65E-06,3.15E-05,65,0
0.000340987,0.0021615,1279.540018,8.04E-06,0.0005003,128,0
0.00025574,0.0013319,663.2102174,8.71E-06,2.03E-05,70,0
0.000170494,0.0007421,203.6339589,1.13E-05,7.00E-07,13,0
0.000196372,0.0008754,230.2370807,8.59E-06,5.90E-06,15,0
0.000126348,0.0002114,90.58837224,9.18E-06,0.0002107,3,0
0.000135482,0.000336,105.4598962,9.91E-06,1.13E-05,3,0
0.00011417,0.0002616,77.87739552,9.91E-06,0.0002158,4,0
0.000197894,0.0004796,157.151838,1.14E-05,0.0002071,8,0
0.00020855,0.0006806,303.3389152,7.35E-06,1.18E-05,35,0
0.000140048,0.0002207,106.524922,1.02E-05,0.0001571,10,0
0.000249651,0.0011472,595.9890124,8.17E-06,0.0002078,52,0
0.000178105,0.0009363,238.9588915,9.08E-06,0.0001942,14,0
0.000350121,0.003574,2610.028777,1.10E-05,0.00164,198,0
0.000339465,0.0019461,693.0826626,8.17E-06,8.22E-05,58,0
0.000111125,0.0004184,103.5596268,1.10E-05,0.0004147,2,0
0.000287708,0.0016043,840.1583736,8.31E-06,0.0004796,76,0
0.000165927,0.0006457,244.5266871,7.90E-06,0.0001334,18,0
0.000146137,0.0012037,243.8293686,8.94E-06,0.0002688,14,0
0.000324242,0.0015975,540.5933946,9.91E-06,1.34E-05,40,0
0.000298364,0.001865,1101.181838,1.05E-05,0.0002403,118,0
0.000143093,0.0003075,144.6390358,1.05E-05,1.38E-05,12,0
0.000222251,0.0013101,484.9892208,1.05E-05,1.61E-05,47,0
0.00032272,0.0018321,1143.353895,9.46E-06,0.0004701,117,0
0.003610811,0.0126527,182016.5846,1.13E-05,0.0040964,1107,0
0.000130915,0.0012884,274.6294708,8.94E-06,0.0007173,4,0
0.000238996,0.001536,354.1387936,9.32E-06,3.56E-05,13,0
0.000190283,0.0009827,293.1585103,1.02E-05,2.98E-05,15,0
0.000109603,0.0002764,69.99759473,1.02E-05,5.00E-07,2,0
0.000141571,0.0003684,191.9384181,1.10E-05,8.72E-05,16,0
0.000267919,0.0013034,572.082473,9.71E-06,0.0002392,49,0
0.000184194,0.0004419,204.4228566,9.09E-06,0.0001475,14,0
0.000173538,0.0002605,79.81576107,9.37E-06,0.0002165,6,0
0.000184194,0.0002283,123.0958526,6.85E-06,4.10E-06,8,0
0.000207028,0.0006818,295.2038419,7.14E-06,0.0002323,21,0
0.000240518,0.0014579,626.1616855,8.41E-06,0.0004745,48,0
0.000120259,0.0003342,79.36398249,8.41E-06,0.0003114,4,0
0.000170494,0.0004705,248.079554,8.30E-06,2.14E-05,25,0
0.000112648,0.0003713,70.14182277,9.65E-06,1.90E-06,3,0
0.000159838,0.0002333,94.60506758,1.14E-05,0.0002211,3,0
0.000245085,0.0002008,134.8805628,9.65E-06,3.11E-05,15,0
0.000135482,0.0002611,66.03327011,9.65E-06,0.0002606,4,0
0.000143093,0.0007731,270.9193991,9.39E-06,7.87E-05,19,0
0.000200939,0.0005983,243.768563,9.65E-06,0.0003317,20,0
0.000380566,0.0020637,1080.858661,1.16E-05,0.0002375,87,0
0.000237473,0.0009382,460.1881153,9.47E-06,0.0001347,52,0
0.000123303,0.0002176,56.13066176,9.47E-06,4.00E-07,1,0
0.000173538,0.0003828,131.6736208,1.16E-05,0.0001935,9,0
0.00011417,0.0006904,169.9474421,1.16E-05,0.0001504,8,0
0.000156793,0.0002574,131.4528295,1.06E-05,6.00E-07,7,0
0.000146137,0.0007578,215.4318313,1.09E-05,0.0006468,11,0
0.000269441,0.0013601,435.4680222,1.23E-05,0.0002149,44,0
0.000121781,0.0004085,104.2887385,1.17E-05,0.0002417,2,0
0.000207028,0.0012349,307.1127587,1.08E-05,0.0003389,25,0
0.000191805,0.0007605,284.6266245,7.54E-06,0.0002076,21,0
0.000121781,0.0002834,78.04998717,7.93E-06,0.0002667,5,0
0.000277052,0.0015921,806.789418,8.02E-06,6.28E-05,70,0
0.000251174,0.0017625,851.3058294,8.33E-06,0.0004995,88,0
0.00014766,0.0006115,156.8582839,9.24E-06,7.99E-05,11,0
0.000155271,0.0002796,164.1278962,8.69E-06,5.60E-05,15,0
0.00019485,0.0007215,271.8910845,8.92E-06,1.30E-05,22,0
0.000179627,0.0005431,302.4922707,7.63E-06,0.0004471,23,0
0.000155271,0.0004076,212.7189352,7.21E-06,0.0002804,25,0
0.000121781,0.0003689,115.5201728,7.63E-06,4.00E-07,4,0
0.000213117,0.0012507,565.8383072,8.65E-06,0.000388,58,0
0.000266396,0.0007163,253.7368896,8.65E-06,0.0002006,20,0
0.000135482,0.0002329,113.7873971,8.46E-06,0.0001565,6,0
0.000316631,0.0009913,668.7041378,1.04E-05,0.0002275,56,0
0.000287708,0.0014806,654.4332551,8.46E-06,5.24E-05,48,0
0.000132437,0.0003862,151.1223458,1.00E-05,6.00E-07,9,0
0.000164405,0.000479,123.3508471,1.22E-05,0.0002017,7,0
0.00014766,0.0002698,110.5927831,1.22E-05,4.10E-06,7,0
0.000325765,0.0027186,1270.18188,1.44E-05,0.0005516,148,0
0.000217684,0.0013291,562.8202705,9.54E-06,0.0002232,54,0
0.000164405,0.0010812,298.9725874,9.29E-06,0.0002138,18,0
0.000312064,0.0015822,852.7307765,9.04E-06,0.0002571,58,0
0.00016136,0.0009271,204.1047393,6.89E-06,1.04E-05,7,0
0.000133959,0.0003278,110.9793068,6.94E-06,0.0002619,4,0
0.000231384,0.0019537,672.7107298,9.04E-06,2.19E-05,60,0
0.000529748,0.003016,3566.35978,7.34E-06,6.86E-05,205,0
0.000156793,0.0006509,169.8707862,1.04E-05,0.0001507,11,0
0.000168971,0.0009925,407.4731369,1.02E-05,0.0004354,41,0
0.000301408,0.001323,637.0300471,9.95E-06,0.0002204,63,0
0.000572371,0.0028552,3384.485068,8.23E-06,7.19E-05,230,0
0.000506914,0.0035215,4451.469288,9.12E-06,0.0005229,276,0
0.000229862,0.0018253,727.578562,9.84E-06,0.0006927,61,0
0.000137004,0.0002021,98.57662214,8.61E-06,0.0001406,6,0
0.000261829,0.0012623,528.7196079,1.02E-05,3.02E-05,53,0
0.000138526,0.0002434,93.46097586,8.86E-06,0.0002262,3,0
0.000112648,0.0003845,95.01281768,8.34E-06,0.000384,4,0
0.000226817,0.0011141,395.098167,1.03E-05,0.0002543,41,0
0.000181149,0.0008207,234.0246426,8.81E-06,0.0001345,27,0
0.000137004,0.0004837,144.3695815,9.73E-06,0.0002062,8,0
0.000844857,0.0050864,7870.206755,7.42E-06,6.79E-05,301,0
0.000995561,0.0053728,11035.34563,8.32E-06,0.000517,376,0
0.000621084,0.0041639,4762.055477,8.54E-06,0.0003216,275,0
0.000158315,0.000634,196.1320615,9.56E-06,4.18E-05,14,0
0.000140048,0.0002147,105.7603094,8.24E-06,6.56E-05,7,0
0.000280097,0.00201,963.0069252,1.08E-05,0.000139,88,0
0.000138526,0.0006098,184.4608986,8.65E-06,0.0004432,9,0
0.000196372,0.0009917,375.3406865,8.66E-06,2.28E-05,33,0
0.000220728,0.0002867,265.0808515,1.02E-05,0.0001447,21,0
0.000616517,0.0048862,7689.598487,7.88E-06,0.0001057,374,0
0.00195611,0.0053221,35269.82929,1.04E-05,0.0002732,556,0
0.000713942,0.0050839,10997.33403,8.61E-06,0.0005162,423,0
0.000181149,0.0006783,213.5859719,1.04E-05,0.0004803,13,0
0.000168971,0.0002216,117.0399434,1.23E-05,0.0002104,9,0
0.000270963,0.0024355,1206.347439,8.70E-06,1.70E-05,140,0
0.000414056,0.0023858,1549.040681,8.55E-06,0.0002564,143,0
0.000724598,0.0032725,6558.043855,1.12E-05,0.0002445,279,0
0.000168971,0.0005962,162.1142651,1.21E-05,6.56E-05,10,0
0.000231384,0.0003975,181.9111396,8.98E-06,0.0002135,12,0
0.000178105,0.0009396,228.929203,7.63E-06,1.29E-05,11,0
0.000133959,0.0002336,105.59606,8.15E-06,0.0001638,7,0
0.0008068,0.0039657,8233.35081,1.33E-05,0.000355,329,0
0.000446023,0.0033051,2997.587044,1.02E-05,7.70E-05,221,0
0.000477991,0.0029266,3185.685436,1.06E-05,0.0004903,225,0
0.00012787,0.000478,130.0809947,1.32E-05,0.0001477,5,0
0.000149182,0.0003345,90.42968432,8.63E-06,5.50E-06,3,0
0.000124826,0.0002064,80.35003513,6.76E-06,2.78E-05,2,0
0.000334898,0.0015726,803.2200521,8.45E-06,0.0002287,47,0
0.000152226,0.0007683,232.3466475,7.23E-06,0.0002317,10,0
0.000130915,0.0004646,95.31239675,7.43E-06,1.26E-05,2,0
0.000176583,0.0002315,133.2463182,6.52E-06,2.80E-06,11,0
0.000115692,0.0003732,83.75162939,6.52E-06,0.0001874,5,0
0.000158315,0.0002411,127.4710789,8.22E-06,6.53E-05,10,0
0.000210072,0.0009779,414.2170028,9.11E-06,0.0002142,33,0
0.000461246,0.0028028,2020.178448,7.74E-06,0.0004553,199,0
0.000424712,0.0033613,2592.415252,8.77E-06,0.000374,199,0
0.000330331,0.0019542,981.4371556,8.90E-06,7.00E-05,78,0
0.001079285,0.0041968,10206.95398,9.77E-06,0.0002526,347,0
0.000357732,0.0021404,1055.846034,6.15E-06,6.85E-05,82,0
0.000441457,0.0033199,2605.003135,6.62E-06,0.0002249,200,0
0.000264874,0.0024724,895.569749,6.47E-06,0.0004745,71,0
0.000155271,0.0003927,115.6868322,9.01E-06,0.0002197,8,0
0.000202461,0.0007189,224.7219339,9.70E-06,0.0002152,17,0
0.000630217,0.0035261,4974.553435,8.13E-06,0.0002441,272,0
0.000509959,0.002015,2630.986428,6.91E-06,0.0004906,179,0
0.000115692,0.0002111,97.28709739,8.17E-06,3.60E-06,3,0
0.000133959,0.0002062,114.8608579,7.55E-06,0.0001872,11,0
0.000211595,0.0005851,488.9389002,8.78E-06,0.0004908,48,0
0.000179627,0.0005408,260.6973757,9.08E-06,0.0004216,20,0
0.000409489,0.0019892,976.9254874,6.64E-06,5.27E-05,66,0
0.000430801,0.0028415,1993.817807,8.57E-06,3.77E-05,158,0
0.000123303,0.0002766,96.59237427,7.22E-06,2.17E-05,3,0
0.000162882,0.0004886,171.239933,8.57E-06,0.0002112,8,0
0.000899658,0.0044157,14034.3198,6.91E-06,0.0003411,396,0
0.000178105,0.0007535,390.524859,7.24E-06,1.72E-05,36,0
0.000130915,0.0003477,130.2995613,7.24E-06,5.67E-05,14,0
0.000152226,0.0003577,137.0068141,6.60E-06,0.0001536,12,0
0.00019485,0.000869,314.2787419,6.75E-06,5.56E-05,22,0
0.000541926,0.0022684,1267.320307,7.10E-06,2.67E-05,126,0
0.000831156,0.004024,5998.662997,8.51E-06,0.0002005,291,0
0.000374477,0.0025115,1571.223991,7.70E-06,0.0005756,134,0
0.00047038,0.0030065,2295.777472,7.47E-06,0.0004204,188,0
0.000178105,0.0014526,379.7578093,8.51E-06,1.86E-05,33,0
0.000121781,0.0005042,91.98727302,7.47E-06,0.0004916,3,0
0.000199417,0.0006904,180.2770804,8.45E-06,0.0002118,11,0
0.000137004,0.0004965,156.5320096,6.12E-06,0.0004757,10,0
0.000199417,0.0007495,379.2775744,6.10E-06,0.0002175,36,0
0.000618039,0.0052531,6900.339821,6.69E-06,0.0033508,321,0
0.000181149,0.0002681,162.0124898,5.96E-06,7.80E-06,14,0
0.000150704,0.0007223,259.04932,6.69E-06,0.0006456,18,0
0.000301408,0.0005035,422.7553771,8.29E-06,0.0002181,34,0
0.000140048,0.0005308,121.4698576,7.70E-06,1.64E-05,8,0
0.000120259,0.0002426,84.70523999,8.29E-06,5.00E-07,3,0
0.000146137,0.0002342,127.3239774,8.31E-06,2.02E-05,11,0
0.000207028,0.000438,189.9444376,8.32E-06,1.09E-05,9,0
0.000181149,0.0002713,128.1167682,1.08E-05,7.25E-05,8,0
0.000144615,0.0002298,129.8066277,8.14E-06,5.00E-07,10,0
0.000176583,0.0012745,386.9575322,8.53E-06,4.60E-06,26,0
0.000315109,0.0023617,1299.476671,1.06E-05,0.0001737,107,0
0.000203983,0.0012698,425.8068754,8.44E-06,2.53E-05,28,0
0.000217684,0.0010596,459.1080734,8.64E-06,0.0002338,44,0
0.000301408,0.0031871,1423.230819,1.02E-05,0.0002289,115,0
0.000152226,0.000466,148.4860129,8.26E-06,1.18E-05,9,0
0.000124826,0.0007871,168.4342526,8.26E-06,0.0001107,7,0
0.000360777,0.0019972,631.6151925,6.88E-06,3.10E-06,39,0
0.000316631,0.0013164,709.2715187,8.88E-06,0.0001707,76,0
0.000430801,0.002021,1952.565158,7.02E-06,0.0005179,137,0
0.000118737,0.0002323,85.62297896,7.33E-06,0.0002157,3,0
0.000304453,0.0006084,579.7290619,8.30E-06,0.000225,52,0
0.00016136,0.0009826,238.2139295,7.36E-06,1.27E-05,12,0
0.000312064,0.001687,1044.726385,6.82E-06,7.92E-05,98,0
0.000312064,0.0023585,1477.025654,7.18E-06,0.0004893,120,0
0.000342509,0.002823,1508.14443,8.59E-06,1.28E-05,144,0
0.000321198,0.0028724,1713.004976,8.24E-06,1.57E-05,148,0
0.000140048,0.0003022,83.37252098,8.59E-06,0.000288,3,0
0.001529876,0.0050715,17865.30059,6.45E-06,0.0001896,514,0
0.001313714,0.0066475,24340.95056,6.66E-06,0.0005372,551,0
0.002685274,0.0067715,72866.11324,8.42E-06,0.000199,754,0
0.000252696,0.0013117,1029.517928,8.42E-06,0.0001879,90,0
0.000249651,0.000899,497.0074209,7.93E-06,0.0001837,44,0
0.000534315,0.0022403,2193.486051,1.06E-05,0.0002614,145,0
0.006518336,0.0105691,248990.8772,8.82E-06,0.0001099,1184,0
0.005953576,0.010429,296710.8344,9.41E-06,0.0003452,1201,0
0.007305347,0.0101755,539593.6562,8.87E-06,9.84E-05,1201,0
0.000814411,0.004729,11494.4829,8.95E-06,7.78E-05,446,0
0.000101992,0.000236,67.27691255,8.95E-06,1.00E-07,1,0
0.00014766,0.0004378,132.4880087,9.74E-06,0.0004229,7,0
0.000267919,0.0020535,935.0125961,1.05E-05,0.0008696,95,0
0.000261829,0.0015552,607.0689888,9.42E-06,2.91E-05,62,0
0.000124826,0.0003672,111.1453173,1.17E-05,0.0003592,4,0
0.000640873,0.0045734,3979.653575,1.16E-05,0.0012057,352,0
0.000990994,0.005564,9335.021688,9.42E-06,0.0010583,517,0
0.000225295,0.0012582,579.6203347,1.05E-05,0.0001389,46,0
0.000481036,0.0038204,4192.784802,1.17E-05,0.0004485,240,0
0.000281619,0.0020442,751.4927948,1.16E-05,0.0002396,57,0
0.000213117,0.0013847,414.9987633,9.42E-06,1.98E-05,28,0
0.001537487,0.0056977,28394.97983,1.27E-05,0.0002223,592,0
0.002730942,0.0061524,51712.39292,1.17E-05,0.0002684,688,0
0.000133959,0.0004497,140.922661,1.16E-05,4.54E-05,6,0
0.000407967,0.0021206,1867.725515,1.27E-05,0.0001877,131,0
0.000325765,0.0025633,2349.258917,1.16E-05,0.0003256,204,0
0.000592161,0.0031448,3217.500604,1.17E-05,0.0002368,238,0
0.000715464,0.0045651,10714.80798,1.15E-05,0.0003178,447,0
0.000764177,0.0037193,4120.199537,1.27E-05,0.0001691,274,0
0.001746037,0.005715,31369.39881,1.32E-05,4.81E-05,629,0
0.001954588,0.0050364,19412.44925,1.20E-05,0.000218,579,0
0.000123303,0.0005143,90.61210128,1.24E-05,0.0001804,2,0
0.000168971,0.0006662,279.7935021,1.25E-05,8.29E-05,17,0
0.000223773,0.000464,320.8593781,1.27E-05,0.0001481,27,0
0.000105036,0.0002735,89.40238395,1.15E-05,1.00E-07,2,0
0.000197894,0.0003057,266.8832385,1.02E-05,0.0001541,26,0
0.000173538,0.0005445,230.7042461,1.06E-05,0.0001864,17,0
0.000115692,0.0002727,96.31207505,1.02E-05,3.90E-06,2,0
0.000162882,0.000509,204.4776373,8.88E-06,0.0004848,21,0
0.000173538,0.0007604,188.6778076,1.00E-05,0.0002153,11,0
0.000257263,0.0019054,733.0931526,6.41E-06,1.35E-05,64,0
0.000350121,0.0022941,1136.048133,6.78E-06,0.0002388,100,0
0.000689586,0.002866,4860.033404,8.51E-06,0.0002472,250,0
0.000353165,0.002835,1561.885226,7.24E-06,0.0005106,110,0
0.000333376,0.0015999,1289.052766,7.21E-06,0.0001823,115,0
0.000607383,0.0039788,6337.759343,9.22E-06,0.00028,321,0
0.000155271,0.0004194,159.9878284,7.93E-06,3.46E-05,13,0
0.000158315,0.0004964,166.5718015,8.44E-06,2.40E-06,16,0
0.000149182,0.0003294,88.65399242,7.06E-06,0.0001329,5,0
0.000124826,0.000462,101.1997001,9.75E-06,0.0002583,5,0
0.000109603,0.0003739,54.89638117,8.41E-06,0.0003717,1,0
0.000984905,0.004295,8455.803098,9.26E-06,0.0002416,382,0
0.001105164,0.0058261,14083.72365,8.83E-06,0.000183,434,0
0.002592416,0.0069142,50947.85194,1.11E-05,0.0002792,601,0
0.000286186,0.0015395,698.4689681,1.09E-05,0.0002124,98,0
0.000172016,0.001006,203.1690181,1.10E-05,2.25E-05,20,0
0.000310542,0.0021432,978.7707906,1.10E-05,4.34E-05,96,0
0.000146137,0.0004257,146.2387991,1.39E-05,6.85E-05,5,0
0.00014766,0.000972,321.4740157,9.84E-06,0.0004886,29,0
0.000656096,0.0025741,4390.798409,9.98E-06,0.0004292,193,0
0.000199417,0.0007185,173.9916668,6.15E-06,4.56E-05,12,0
0.000298364,0.0017811,826.286528,7.67E-06,0.0002603,64,0
0.000234429,0.0014113,558.7088444,6.30E-06,2.76E-05,47,0
0.000153749,0.0003542,150.0974554,1.06E-05,0.0001058,11,0
0.000235951,0.001046,420.1422171,1.03E-05,9.10E-06,48,0
0.000191805,0.0007811,262.3468217,1.03E-05,0.0001575,16,0
0.000243562,0.0018747,763.1070451,8.74E-06,1.43E-05,67,0
0.000357732,0.0024248,1149.615672,9.74E-06,0.0002354,100,0
0.000535837,0.002836,2237.308388,8.94E-06,0.0001948,206,0
0.000103514,0.0002779,86.72925253,8.74E-06,0.0002296,2,0
0.000172016,0.0002607,204.2696375,8.33E-06,0.0001744,19,0
0.000130915,0.0003118,130.6420566,1.09E-05,4.81E-05,6,0
0.000420145,0.0027856,1419.192805,8.33E-06,0.0001639,85,0
0.000354688,0.0027001,1628.114353,9.37E-06,1.47E-05,152,0
0.000269441,0.0013193,600.3149268,8.71E-06,4.56E-05,57,0
0.000299886,0.0023719,1587.725311,9.70E-06,0.0002372,170,0
0.000106559,0.0002667,69.81629007,9.31E-06,2.00E-07,1,0
0.000216162,0.0005017,187.1430211,1.07E-05,0.0002509,10,0
0.000344032,0.0018088,1117.786045,8.97E-06,0.000167,93,0
0.000225295,0.000686,191.5329852,1.02E-05,0.000217,11,0
0.000173538,0.0009934,210.4959139,8.34E-06,0.0001333,14,0
0.000313586,0.0027395,1593.781127,6.64E-06,0.0005277,156,0
0.000400356,0.0030342,1879.302596,6.46E-06,0.0005336,153,0
0.000126348,0.0007019,153.6101868,8.00E-06,3.90E-06,4,0
0.000386655,0.0023666,2087.727225,8.00E-06,0.0001675,190,0
0.000222251,0.0008618,321.0726613,9.50E-06,2.30E-06,26,0
0.000266396,0.001881,975.4813531,1.16E-05,0.0004913,109,0
0.000167449,0.0007988,236.6954567,1.03E-05,0.0002134,15,0
0.000293797,0.0019011,763.086653,9.71E-06,1.45E-05,85,0
0.000657618,0.0043751,7272.104468,9.50E-06,0.0001758,365,0
0.001111253,0.0048442,12300.50214,1.04E-05,0.0002624,408,0
0.001263479,0.004689,19661.90203,9.74E-06,1.96E-05,559,0
0.010868968,0.0103728,822726.1569,9.74E-06,0.0002963,1239,0
0.001648612,0.0052191,16929.85086,1.18E-05,5.33E-05,481,0
0.002052012,0.0059757,43393.27907,1.34E-05,0.0002074,634,0
0.001507042,0.0050621,15846.90293,1.24E-05,0.0002707,513,0
0.001994166,0.0060076,26495.92216,1.22E-05,6.52E-05,605,0
0.000366866,0.0016809,853.7176634,1.34E-05,0.0003702,70,0
0.000185716,0.0014019,324.0022702,1.18E-05,2.40E-05,22,0
0.000185716,0.0012888,364.2643251,1.22E-05,0.0003608,26,0
0.000592161,0.0027098,2187.847439,1.01E-05,0.0001823,196,0
0.00017506,0.0004918,184.8699463,9.24E-06,0.0004889,13,0
0.000421667,0.0018612,1199.009605,9.04E-06,2.06E-05,133,0
0.000281619,0.0011244,537.0214333,9.57E-06,0.0001642,39,0
0.000522137,0.0024013,2304.798955,1.08E-05,0.0002361,138,0
0.000337943,0.0014366,1453.791221,9.81E-06,3.18E-05,134,0
0.00011417,0.0002064,80.24853789,9.05E-06,3.60E-06,3,0
0.000305975,0.0016943,1103.817615,6.42E-06,0.0001814,80,0
0.000269441,0.0016005,1455.9539,6.60E-06,0.0003111,154,0
0.000205506,0.0009136,369.6538749,6.41E-06,0.0002028,29,0
0.000121781,0.0004797,109.2086202,6.60E-06,4.20E-06,1,0
0.000213117,0.0006786,234.5681858,1.00E-05,0.0002447,14,0
0.000176583,0.0002999,125.8068022,8.37E-06,0.0002519,13,0
0.000188761,0.001947,571.7356213,9.06E-06,0.0003689,42,0
0.000179627,0.0006564,214.8557533,1.06E-05,0.0001859,18,0
0.000223773,0.0009192,497.6380942,1.06E-05,0.0002039,33,0
0.0004034,0.0019836,1085.35383,1.07E-05,0.0001818,93,0
0.000718509,0.003964,7430.942736,1.39E-05,0.0001878,369,0
0.000286186,0.0015499,759.8344775,1.13E-05,2.27E-05,83,0
0.00016136,0.0002465,172.3968161,1.12E-05,0.0001536,13,0
0.001494864,0.0082272,19632.78965,1.49E-05,0.0022798,522,0
0.000155271,0.0005066,144.212562,1.19E-05,3.90E-06,5,0
0.000882913,0.0053232,6384.734583,1.12E-05,0.0001889,312,0
0.000581505,0.0034486,3422.37459,1.38E-05,0.0002395,248,0
0.00027553,0.0030755,1546.38377,1.45E-05,0.0004373,146,0
0.000188761,0.0012918,427.7180823,1.23E-05,1.99E-05,33,0
0.000202461,0.0007624,280.0098441,1.44E-05,0.00022,25,0
0.000165927,0.0004979,189.8939207,8.51E-06,0.0002334,14,0
0.000277052,0.0021669,1079.522791,1.06E-05,0.0002754,92,0
0.000167449,0.000389,133.2693057,8.18E-06,0.0002375,11,0
0.000193328,0.0008584,329.6729535,6.80E-06,0.0005064,24,0
0.000292275,0.0011243,240.5989756,8.15E-06,6.50E-06,13,0
0.000165927,0.0011389,251.7565348,6.80E-06,2.40E-06,15,0
0.000190283,0.001812,485.213349,8.70E-06,2.89E-05,32,0
0.000284663,0.0018658,729.563644,6.53E-06,2.12E-05,53,0
0.000307497,0.0027469,1323.961699,6.84E-06,5.70E-06,110,0
0.000214639,0.0009765,267.0674166,6.84E-06,6.00E-06,20,0
0.000123303,0.0002228,68.87408053,8.88E-06,0.0001566,6,0
0.000170494,0.0011801,237.3409606,7.93E-06,0.0002202,15,0
0.000156793,0.0007142,124.5798443,6.84E-06,0.0001822,3,0
0.000238996,0.0012241,479.0925556,9.43E-06,0.000167,49,0
0.000648485,0.0029658,3362.689764,9.85E-06,0.000241,201,0
0.000269441,0.0016826,887.7757806,9.24E-06,0.0002253,85,0
0.000226817,0.0021671,807.1443339,1.19E-05,0.0004685,72,0
0.000231384,0.0012438,575.7469405,9.60E-06,0.0002426,55,0
0.000452113,0.0030542,2312.670321,1.21E-05,0.0002369,187,0
0.00012787,0.000463,112.087805,9.44E-06,0.0002342,2,0
0.000143093,0.0003001,110.5463446,9.46E-06,0.0001347,7,0
0.000785488,0.0043895,7348.564424,1.21E-05,0.0001871,331,0
0.000438412,0.0029029,3771.196226,1.13E-05,0.000247,234,0
0.000115692,0.0002595,76.80680819,1.05E-05,0.0002559,1,0
0.000152226,0.0002461,176.4724633,1.05E-05,0.0001423,20,0
0.000197894,0.0006165,258.9926855,1.51E-05,0.000146,24,0
0.000246607,0.0013099,494.9620893,1.40E-05,0.0003682,40,0
0.000150704,0.0003659,115.934504,1.11E-05,1.32E-05,4,0
0.001350249,0.0050442,11047.2006,1.10E-05,5.82E-05,414,0
0.000902703,0.0048751,8450.831124,1.18E-05,0.0002576,444,0
0.001542054,0.0054977,17202.47523,1.11E-05,7.26E-05,554,0
0.002167705,0.0063791,43027.30209,1.18E-05,0.0001117,786,0
0.003728026,0.0091385,100081.4923,1.16E-05,8.93E-05,996,0
0.000318153,0.0027499,1119.73609,1.44E-05,0.0003458,102,0
0.000193328,0.0009068,394.0065387,1.17E-05,0.0001801,39,0
0.000158315,0.0012762,387.4859667,1.18E-05,0.0004821,32,0
0.000263352,0.0008947,259.7829736,8.90E-06,2.40E-06,18,0
0.000357732,0.0023603,1396.117431,1.15E-05,0.0002161,126,0
0.000205506,0.001269,428.7039495,9.19E-06,0.0002279,40,0
0.000316631,0.0018212,562.2989733,1.17E-05,0.0002254,47,0
0.00020855,0.0012042,423.0149134,6.36E-06,0.0001821,31,0
0.00012787,0.000227,108.3806994,6.37E-06,0.0002023,6,0
0.000940759,0.0039419,12213.20089,5.69E-06,0.0002191,398,0
